EventTitle,DateTime,WeightClass,RedCorner,BlueCorner,RedCornerNation,BlueCornerNation
Henderson vs Masvidal,"
Sat, Nov 28 / 12:00 AM EST / Main Card
",Featherweight Bout,Dooho Choi,Sam Sicilia,United States,South Korea
Henderson vs Masvidal,"
Sat, Nov 28 / 12:00 AM EST / Main Card
",Welterweight Bout,Yoshihiro Akiyama,Alberto Mina,Colombia,China
Henderson vs Masvidal,"
Sat, Nov 28 / 12:00 AM EST / Main Card
",Welterweight Bout,Dong Hyun Ma,Dong Hyun Ma vs ,,China
Henderson vs Masvidal,"
Sat, Nov 28 / 12:00 AM EST / Main Card
",Welterweight Bout,Benson Henderson,Jorge Masvidal,South Korea,United States
Magny vs Gastelum,"
Sat, Nov 21 / 1:30 PM EST / Main Card
",Lightweight Bout,Valmir Lazaro,Michel Prazeres,United States,United States
Magny vs Gastelum,"
Sat, Nov 21 / 1:30 PM EST / Main Card
",Lightweight Bout,Cesar Arzamendia,Marco Polo Reyes,United States,United States
Magny vs Gastelum,"
Sat, Nov 21 / 1:30 PM EST / Main Card
",Welterweight Bout,Vernon Ramos,Alvaro Herrera,United States,Brazil
Magny vs Gastelum,"
Sat, Nov 21 / 1:30 PM EST / Main Card
",Featherweight Bout,Gabriel Benitez,Andre Fili,United States,Mexico
Magny vs Gastelum,"
Sat, Nov 21 / 1:30 PM EST / Main Card
",Bantamweight Bout,Alejandro Pérez,Scott Jorgensen,Peru,Mexico
Magny vs Gastelum,"
Sat, Nov 21 / 1:30 PM EST / Main Card
",Welterweight Bout,Hector Urbina,Bartosz Fabinski,Brazil,Mexico
Magny vs Gastelum,"
Sat, Nov 21 / 1:30 PM EST / Main Card
",Bantamweight Bout,Erik Perez,Taylor Lapilus,France,Mexico
Magny vs Gastelum,"
Sat, Nov 21 / 1:30 PM EST / Main Card
",Lightweight Bout,Efrain Escudero,Leandro Silva,Poland,Mexico
Magny vs Gastelum,"
Sat, Nov 21 / 1:30 PM EST / Main Card
",Lightweight Bout,Horacio Gutierrez,Enrique Barzola,United States,Mexico
Magny vs Gastelum,"
Sat, Nov 21 / 1:30 PM EST / Main Card
",Welterweight Bout,Erick Montano,Enrique Marin,United States,Mexico
Magny vs Gastelum,"
Sat, Nov 21 / 1:30 PM EST / Main Card
",Flyweight Bout,Jussier Formiga,Henry Cejudo,Mexico,Panama
Magny vs Gastelum,"
Sat, Nov 21 / 1:30 PM EST / Main Card
",Featherweight Bout,Ricardo Lamas,Diego Sanchez,United States,Paraguay
Magny vs Gastelum,"
Sat, Nov 21 / 1:30 PM EST / Main Card
",Welterweight Bout,Neil Magny,Kelvin Gastelum,Brazil,Brazil
Rousey vs Holm,"
Sat, Nov 14 / 1:15 PM EST / Main Card
",Flyweight Bout,Ben Nguyen,Ryan Benoit,United States,United States
Rousey vs Holm,"
Sat, Nov 14 / 1:15 PM EST / Main Card
",Welterweight Bout,James Moontasri,Anton Zafir,Canada,Poland
Rousey vs Holm,"
Sat, Nov 14 / 1:15 PM EST / Main Card
",Welterweight Bout,Rich Walsh,Steven Kennedy,Brazil,New Zealand
Rousey vs Holm,"
Sat, Nov 14 / 1:15 PM EST / Main Card
",Middleweight Bout,Daniel Kelly,Steve Montgomery,Australia,Jamaica
Rousey vs Holm,"
Sat, Nov 14 / 1:15 PM EST / Main Card
",Flyweight Bout,Richie Vaculik,Danny Martinez,United States,Netherlands
Rousey vs Holm,"
Sat, Nov 14 / 1:15 PM EST / Main Card
",Light Heavyweight Bout,Anthony Perosh,Gian Villante,Mexico,Australia
Rousey vs Holm,"
Sat, Nov 14 / 1:15 PM EST / Main Card
",Welterweight Bout,Kyle Noke,Peter Sobotta,Poland,Australia
Rousey vs Holm,"
Sat, Nov 14 / 1:15 PM EST / Main Card
",Lightweight Bout,Jake Matthews,Akbarh Arreola,United States,Australia
Rousey vs Holm,"
Sat, Nov 14 / 1:15 PM EST / Main Card
",Heavyweight Bout,Stefan Struve,Jared Rosholt,United States,Australia
Rousey vs Holm,"
Sat, Nov 14 / 1:15 PM EST / Main Card
",Middleweight Bout,Uriah Hall,Robert Whittaker,United States,Australia
Rousey vs Holm,"
Sat, Nov 14 / 1:15 PM EST / Main Card
",Heavyweight Bout,Mark Hunt,Antonio Silva,United Kingdom,Australia
Rousey vs Holm,"
Sat, Nov 14 / 1:15 PM EST / Main Card
",Women's Strawweight Title Bout,Joanna Jędrzejczyk,Valerie Letourneau,Australia,Germany
Rousey vs Holm,"
Sat, Nov 14 / 1:15 PM EST / Main Card
",Women's Bantamweight Title Bout,Ronda Rousey,Holly Holm,United States,United States
Belfort vs Henderson,"
Sat, Nov 7 / 6:00 PM EST / Main Card
",Bantamweight Bout,Bruno Korea,Matheus Nicolau,United States,Brazil
Belfort vs Henderson,"
Sat, Nov 7 / 6:00 PM EST / Main Card
",Bantamweight Bout,Pedro Munhoz,Jimmie Rivera,United States,Brazil
Belfort vs Henderson,"
Sat, Nov 7 / 6:00 PM EST / Main Card
",Welterweight Bout,Viscardi Andrade,Gasan Umalatov,United States,Brazil
Belfort vs Henderson,"
Sat, Nov 7 / 6:00 PM EST / Main Card
",Featherweight Bout,Kevin Souza,Chas Skelly,Poland,Brazil
Belfort vs Henderson,"
Sat, Nov 7 / 6:00 PM EST / Main Card
",Featherweight Bout,Clay Guida,Thiago Tavares,Russia,Brazil
Belfort vs Henderson,"
Sat, Nov 7 / 6:00 PM EST / Main Card
",Lightweight Bout,Yan Cabral,Johnny Case,United States,Brazil
Belfort vs Henderson,"
Sat, Nov 7 / 6:00 PM EST / Main Card
",Lightweight Bout,Gleison Tibau,Abel Trujillo,United States,Brazil
Belfort vs Henderson,"
Sat, Nov 7 / 6:00 PM EST / Main Card
",Light Heavyweight Bout,Fabio Maldonado,Corey Anderson,United States,Brazil
Belfort vs Henderson,"
Sat, Nov 7 / 6:00 PM EST / Main Card
",Lightweight Bout,Gilbert Burns,Rashid Magomedov,Brazil,United States
Belfort vs Henderson,"
Sat, Nov 7 / 6:00 PM EST / Main Card
",Lightweight Bout,Alex Oliveira,Piotr Hallmann,United States,United States
Belfort vs Henderson,"
Sat, Nov 7 / 6:00 PM EST / Main Card
",Bantamweight Bout,Thomas Almeida,Anthony Birchak,Russia,Brazil
Belfort vs Henderson,"
Sat, Nov 7 / 6:00 PM EST / Main Card
",Light Heavyweight Bout,Glover Teixeira,Patrick Cummins,Puerto Rico,Brazil
Belfort vs Henderson,"
Sat, Nov 7 / 6:00 PM EST / Main Card
",Middleweight Bout,Vitor Belfort,Dan Henderson,Brazil,Brazil
Holohan vs Smolka,"
Sat, Oct 24 / 9:15 AM EDT / Main Card
",Middleweight Bout,Bubba Bush,Garreth McLellan,United States,Ireland
Holohan vs Smolka,"
Sat, Oct 24 / 9:15 AM EDT / Main Card
",Featherweight Bout,Darren Elkins,Rob Whiteford,Iran,Ireland
Holohan vs Smolka,"
Sat, Oct 24 / 9:15 AM EDT / Main Card
",Welterweight Bout,Cathal Pendred,Tom Breese,England,Denmark
Holohan vs Smolka,"
Sat, Oct 24 / 9:15 AM EDT / Main Card
",Middleweight Bout,Scott Askham,Krzysztof Jotko,Guam,Ireland
Holohan vs Smolka,"
Sat, Oct 24 / 9:15 AM EDT / Main Card
",Women's Strawweight Bout,Aisling Daly,Ericka Almeida,United States,United Kingdom
Holohan vs Smolka,"
Sat, Oct 24 / 9:15 AM EDT / Main Card
",Lightweight Bout,Stevie Ray,Mickael Lebout,United States,Ireland
Holohan vs Smolka,"
Sat, Oct 24 / 9:15 AM EDT / Main Card
",Flyweight Bout,Neil Seery,Jon Delos Reyes,Poland,United Kingdom
Holohan vs Smolka,"
Sat, Oct 24 / 9:15 AM EDT / Main Card
",Welterweight Bout,Nicolas Dalby,Darren Till,United Kingdom,United States
Holohan vs Smolka,"
Sat, Oct 24 / 9:15 AM EDT / Main Card
",Lightweight Bout,Norman Parke,Reza Madadi,United Kingdom,United States
Holohan vs Smolka,"
Sat, Oct 24 / 9:15 AM EDT / Main Card
",Flyweight Bout,Paddy Holohan,Louis Smolka,South Africa,United States
Cormier vs Gustafsson,"
Sat, Oct 3 / 2:15 PM EDT / Main Card
",Heavyweight Bout,Derrick Lewis,Viktor Pesta,Sweden,United States
Cormier vs Gustafsson,"
Sat, Oct 3 / 2:15 PM EDT / Main Card
",Flyweight Bout,Chris Cariaso,Sergio Pettis,United States,United States
Cormier vs Gustafsson,"
Sat, Oct 3 / 2:15 PM EDT / Main Card
",Lightweight Bout,Francisco Trevino,Sage Northcutt,Russia,United States
Cormier vs Gustafsson,"
Sat, Oct 3 / 2:15 PM EDT / Main Card
",Lightweight Bout,Adriano Martins,Islam Makhachev,Russia,United States
Cormier vs Gustafsson,"
Sat, Oct 3 / 2:15 PM EDT / Main Card
",Women's Strawweight Bout,Rose Namajunas,Angela Hill,United States,United States
Cormier vs Gustafsson,"
Sat, Oct 3 / 2:15 PM EDT / Main Card
",Welterweight Bout,Alan Jouban,Albert Tumenov,New Zealand,Mexico
Cormier vs Gustafsson,"
Sat, Oct 3 / 2:15 PM EDT / Main Card
",Featherweight Bout,Yair Rodriguez,Dan Hooker,Russia,United States
Cormier vs Gustafsson,"
Sat, Oct 3 / 2:15 PM EDT / Main Card
",Women's Bantamweight Bout,Jessica Eye,Julianna Peña,United States,United States
Cormier vs Gustafsson,"
Sat, Oct 3 / 2:15 PM EDT / Main Card
",Flyweight Bout,Joseph Benavidez,Ali Bagautinov,Russia,Brazil
Cormier vs Gustafsson,"
Sat, Oct 3 / 2:15 PM EDT / Main Card
",Heavyweight Bout,Shawn Jordan,Ruslan Magomedov,United States,United States
Cormier vs Gustafsson,"
Sat, Oct 3 / 2:15 PM EDT / Main Card
",Light Heavyweight Bout,Ryan Bader,Rashad Evans,United States,United States
Cormier vs Gustafsson,"
Sat, Oct 3 / 2:15 PM EDT / Main Card
",Light Heavyweight Title Bout,Daniel Cormier,Alexander Gustafsson,,United States
Barnett vs Nelson,"
Sun, Sep 27 / 10:00 PM EDT / Main Card
",Welterweight Bout,Shinsho Anzai,Roger Zapata,United States,United States
Barnett vs Nelson,"
Sun, Sep 27 / 10:00 PM EDT / Main Card
",Lightweight Bout,Naoyuki Kotani,Kajan Johnson,Jamaica,Iran
Barnett vs Nelson,"
Sun, Sep 27 / 10:00 PM EDT / Main Card
",Lightweight Bout,Nick Hein,Yusuke Kasuya,United States,Japan
Barnett vs Nelson,"
Sun, Sep 27 / 10:00 PM EDT / Main Card
",Featherweight Bout,Katsunori Kikuno,Diego Brandao,United States,Japan
Barnett vs Nelson,"
Sun, Sep 27 / 10:00 PM EDT / Main Card
",Welterweight Bout,Keita Nakamura,Li Jingliang,Japan,Japan
Barnett vs Nelson,"
Sun, Sep 27 / 10:00 PM EDT / Main Card
",Featherweight Bout,Mizuto Hirota,Teruto Ishihara,China,Japan
Barnett vs Nelson,"
Sun, Sep 27 / 10:00 PM EDT / Main Card
",Bantamweight Bout,Takeya Mizugaki,George Roop,Brazil,Japan
Barnett vs Nelson,"
Sun, Sep 27 / 10:00 PM EDT / Main Card
",Flyweight Bout,Kyoji Horiguchi,Chico Camus,Japan,Germany
Barnett vs Nelson,"
Sun, Sep 27 / 10:00 PM EDT / Main Card
",Middleweight Bout,Gegard Mousasi,Uriah Hall,Canada,Japan
Barnett vs Nelson,"
Sun, Sep 27 / 10:00 PM EDT / Main Card
",Heavyweight Bout,Josh Barnett,Roy Nelson,Dominican Republic,Japan
Johnson vs Dodson 2,"
Sat, Sep 5 / 3:00 PM EDT / Main Card
",Lightweight Bout,Joaquim Silva,Nazareno Malegarie,United States,United States
Johnson vs Dodson 2,"
Sat, Sep 5 / 3:00 PM EDT / Main Card
",Middleweight Bout,Joe Riggs,Ron Stallings,United States,United States
Johnson vs Dodson 2,"
Sat, Sep 5 / 3:00 PM EDT / Main Card
",Featherweight Bout,Clay Collard,Tiago Trator,United States,United States
Johnson vs Dodson 2,"
Sat, Sep 5 / 3:00 PM EDT / Main Card
",Women's Bantamweight Bout,Jessica Andrade,Raquel Pennington,United States,Poland
Johnson vs Dodson 2,"
Sat, Sep 5 / 3:00 PM EDT / Main Card
",Bantamweight Bout,Francisco Rivera,John Lineker,Australia,United States
Johnson vs Dodson 2,"
Sat, Sep 5 / 3:00 PM EDT / Main Card
",Lightweight Bout,Ross Pearson,Paul Felder,United States,United Kingdom
Johnson vs Dodson 2,"
Sat, Sep 5 / 3:00 PM EDT / Main Card
",Women's Strawweight Bout,Paige VanZant,Alex Chambers,Brazil,United States
Johnson vs Dodson 2,"
Sat, Sep 5 / 3:00 PM EDT / Main Card
",Light Heavyweight Bout,Jan Błachowicz,Corey Anderson,United States,Brazil
Johnson vs Dodson 2,"
Sat, Sep 5 / 3:00 PM EDT / Main Card
",Light Heavyweight Bout,Anthony Johnson,Jimi Manuwa,Brazil,United States
Johnson vs Dodson 2,"
Sat, Sep 5 / 3:00 PM EDT / Main Card
",Heavyweight Bout,Andrei Arlovski,Frank Mir,United States,United States
Johnson vs Dodson 2,"
Sat, Sep 5 / 3:00 PM EDT / Main Card
",Flyweight Title Bout,Demetrious Johnson,John Dodson,Argentina,Brazil
Holloway vs Oliveira,"
Sun, Aug 23 / 2:00 PM EDT / Main Card
",Light Heavyweight Bout,Misha Cirkunov,Misha Cirkunov vs ,Brazil,United States
Holloway vs Oliveira,"
Sun, Aug 23 / 2:00 PM EDT / Main Card
",Lightweight Bout,Shane Campbell,Elias Silverio,Brazil,United States
Holloway vs Oliveira,"
Sun, Aug 23 / 2:00 PM EDT / Main Card
",Flyweight Bout,Chris Kelades,Chris Beal,United States,Canada
Holloway vs Oliveira,"
Sun, Aug 23 / 2:00 PM EDT / Main Card
",Light Heavyweight Bout,Marcos Rogerio de Lima,Nikita Krylov,Brazil,Canada
Holloway vs Oliveira,"
Sun, Aug 23 / 2:00 PM EDT / Main Card
",Bantamweight Bout,Yves Jabouin,Felipe Arantes,United States,Canada
Holloway vs Oliveira,"
Sun, Aug 23 / 2:00 PM EDT / Main Card
",Lightweight Bout,Sam Stout,Frankie Perez,Canada,Ukraine
Holloway vs Oliveira,"
Sun, Aug 23 / 2:00 PM EDT / Main Card
",Women's Strawweight Bout,Maryna Moroz,Valerie Letourneau,United States,United States
Holloway vs Oliveira,"
Sun, Aug 23 / 2:00 PM EDT / Main Card
",Lightweight Bout,Olivier Aubin-Mercier,Tony Sims,Brazil,United States
Holloway vs Oliveira,"
Sun, Aug 23 / 2:00 PM EDT / Main Card
",Lightweight Bout,Chad Laprise,Francisco Trinaldo,,Brazil
Holloway vs Oliveira,"
Sun, Aug 23 / 2:00 PM EDT / Main Card
",Welterweight Bout,Patrick Cote,Joshua Burkman,United States,Canada
Holloway vs Oliveira,"
Sun, Aug 23 / 2:00 PM EDT / Main Card
",Welterweight Bout,Neil Magny,Erick Silva,United States,Canada
Holloway vs Oliveira,"
Sun, Aug 23 / 2:00 PM EDT / Main Card
",Featherweight Bout,Max Holloway,Charles Oliveira,,Canada
Teixeira vs Saint Preux,"
Sat, Aug 8 / 2:30 PM EDT / Main Card
",Lightweight Bout,Anthony Christodoulou,Scott Holtzman,Haiti,Brazil
Teixeira vs Saint Preux,"
Sat, Aug 8 / 2:30 PM EDT / Main Card
",Bantamweight Bout,Marlon Vera,Roman Salazar,United States,United States
Teixeira vs Saint Preux,"
Sat, Aug 8 / 2:30 PM EDT / Main Card
",Light Heavyweight Bout,Chris Dempsey,Jonathan Wilson,United States,United States
Teixeira vs Saint Preux,"
Sat, Aug 8 / 2:30 PM EDT / Main Card
",Bantamweight Bout,Frankie Saenz,Sirwan Kakai,United States,United States
Teixeira vs Saint Preux,"
Sat, Aug 8 / 2:30 PM EDT / Main Card
",Flyweight Bout,Dustin Ortiz,Willie Gates,United States,United States
Teixeira vs Saint Preux,"
Sat, Aug 8 / 2:30 PM EDT / Main Card
",Middleweight Bout,Uriah Hall,Oluwale Bamgbose,United States,United States
Teixeira vs Saint Preux,"
Sat, Aug 8 / 2:30 PM EDT / Main Card
",Women's Bantamweight Bout,Sara McMann,Amanda Nunes,Brazil,United States
Teixeira vs Saint Preux,"
Sat, Aug 8 / 2:30 PM EDT / Main Card
",Middleweight Bout,Chris Camozzi,Tom Watson,Nigeria,Jamaica
Teixeira vs Saint Preux,"
Sat, Aug 8 / 2:30 PM EDT / Main Card
",Flyweight Bout,Ray Borg,Geane Herrera,United States,United States
Teixeira vs Saint Preux,"
Sat, Aug 8 / 2:30 PM EDT / Main Card
",Heavyweight Bout,Jared Rosholt,Timothy Johnson,Sweden,United States
Teixeira vs Saint Preux,"
Sat, Aug 8 / 2:30 PM EDT / Main Card
",Middleweight Bout,Derek Brunson,Sam Alvey,United States,United States
Teixeira vs Saint Preux,"
Sat, Aug 8 / 2:30 PM EDT / Main Card
",Lightweight Bout,Michael Johnson,Beneil Dariush,United States,Ecuador
Teixeira vs Saint Preux,"
Sat, Aug 8 / 2:30 PM EDT / Main Card
",Light Heavyweight Bout,Glover Teixeira,Ovince Saint Preux,United States,United States
Rousey vs Correia,"
Sat, Aug 1 / 3:00 PM EDT / Main Card
",Bantamweight Bout,Hugo Viana,Guido Cannetti,Brazil,United States
Rousey vs Correia,"
Sat, Aug 1 / 3:00 PM EDT / Main Card
",Middleweight Bout, vs Clint Hester,Clint Hester,Brazil,Brazil
Rousey vs Correia,"
Sat, Aug 1 / 3:00 PM EDT / Main Card
",Bantamweight Bout,Iuri Alcantara,Leandro Issa,,Brazil
Rousey vs Correia,"
Sat, Aug 1 / 3:00 PM EDT / Main Card
",Welterweight Bout,Warlley Alves,Nordine Taleb,Brazil,Brazil
Rousey vs Correia,"
Sat, Aug 1 / 3:00 PM EDT / Main Card
",Light Heavyweight Bout,Rafael Cavalcante,Patrick Cummins,United States,Netherlands
Rousey vs Correia,"
Sat, Aug 1 / 3:00 PM EDT / Main Card
",Welterweight Bout,Demian Maia,Neil Magny,United States,Brazil
Rousey vs Correia,"
Sat, Aug 1 / 3:00 PM EDT / Main Card
",Women's Strawweight Bout,Claudia Gadelha,Jessica Aguilar,Mexico,Brazil
Rousey vs Correia,"
Sat, Aug 1 / 3:00 PM EDT / Main Card
",Heavyweight Bout,Antonio Silva,Soa Palelei,United States,Brazil
Rousey vs Correia,"
Sat, Aug 1 / 3:00 PM EDT / Main Card
",Heavyweight Bout,Stefan Struve,Minotauro Nogueira,United States,Brazil
Rousey vs Correia,"
Sat, Aug 1 / 3:00 PM EDT / Main Card
",Bantamweight Bout,Reginaldo Vieira,Dileno Lopes,Canada,Brazil
Rousey vs Correia,"
Sat, Aug 1 / 3:00 PM EDT / Main Card
",Lightweight Bout,Glaico Franca,Glaico Franca vs ,Brazil,Brazil
Rousey vs Correia,"
Sat, Aug 1 / 3:00 PM EDT / Main Card
",Light Heavyweight Bout,Mauricio Rua,Antonio Rogerio Nogueira,United States,
Rousey vs Correia,"
Sat, Aug 1 / 3:00 PM EDT / Main Card
",Women's Bantamweight Title Bout,Ronda Rousey,Bethe Correia,Argentina,Brazil
Dillashaw vs Barao 2,"
Sat, Jul 25 / 4:15 PM EDT / Main Card
",Middleweight Bout,Zak Cummings,Dominique Steele,Brazil,United States
Dillashaw vs Barao 2,"
Sat, Jul 25 / 4:15 PM EDT / Main Card
",Women's Bantamweight Bout,Jessamyn Duke,Elizabeth Phillips,United States,United States
Dillashaw vs Barao 2,"
Sat, Jul 25 / 4:15 PM EDT / Main Card
",Lightweight Bout,Ramsey Nijem,Andrew Holbrook,United States,Brazil
Dillashaw vs Barao 2,"
Sat, Jul 25 / 4:15 PM EDT / Main Card
",Lightweight Bout,Daron Cruickshank,James Krause,Japan,United States
Dillashaw vs Barao 2,"
Sat, Jul 25 / 4:15 PM EDT / Main Card
",Bantamweight Bout,Eddie Wineland,Bryan Caraway,United States,United States
Dillashaw vs Barao 2,"
Sat, Jul 25 / 4:15 PM EDT / Main Card
",Welterweight Bout,Kenny Robertson,Ben Saunders,United States,United States
Dillashaw vs Barao 2,"
Sat, Jul 25 / 4:15 PM EDT / Main Card
",Lightweight Bout,Jim Miller,Danny Castillo,United States,United States
Dillashaw vs Barao 2,"
Sat, Jul 25 / 4:15 PM EDT / Main Card
",Light Heavyweight Bout,Gian Villante,Tom Lawlor,United States,United States
Dillashaw vs Barao 2,"
Sat, Jul 25 / 4:15 PM EDT / Main Card
",Lightweight Bout,Joe Lauzon,Takanori Gomi,United States,United States
Dillashaw vs Barao 2,"
Sat, Jul 25 / 4:15 PM EDT / Main Card
",Lightweight Bout,Edson Barboza,Paul Felder,United States,United States
Dillashaw vs Barao 2,"
Sat, Jul 25 / 4:15 PM EDT / Main Card
",Women's Bantamweight Bout,Miesha Tate,Jessica Eye,United States,United States
Dillashaw vs Barao 2,"
Sat, Jul 25 / 4:15 PM EDT / Main Card
",Bantamweight Title Bout,TJ Dillashaw,Renan Barao,United States,United States
Bisping vs Leites,"
Sat, Jul 18 / 6:00 AM EDT / Main Card
",Heavyweight Bout,Daniel Omielanczuk,Chris De La Rocha,Brazil,United Kingdom
Bisping vs Leites,"
Sat, Jul 18 / 6:00 AM EDT / Main Card
",Bantamweight Bout,Marcus Brimage,Jimmie Rivera,United States,United Kingdom
Bisping vs Leites,"
Sat, Jul 18 / 6:00 AM EDT / Main Card
",Featherweight Bout,Rob Whiteford,Paul Redmond,Brazil,Ireland
Bisping vs Leites,"
Sat, Jul 18 / 6:00 AM EDT / Main Card
",Lightweight Bout,Mickael Lebout,Teemu Packalen,United States,Scotland
Bisping vs Leites,"
Sat, Jul 18 / 6:00 AM EDT / Main Card
",Light Heavyweight Bout,Ilir Latifi,Hans Stringer,United States,England
Bisping vs Leites,"
Sat, Jul 18 / 6:00 AM EDT / Main Card
",Flyweight Bout,Paddy Holohan,Vaughan Lee,Brazil,United Kingdom
Bisping vs Leites,"
Sat, Jul 18 / 6:00 AM EDT / Main Card
",Lightweight Bout,Stevie Ray,Leonardo Mafra,United States,Ireland
Bisping vs Leites,"
Sat, Jul 18 / 6:00 AM EDT / Main Card
",Welterweight Bout,Leon Edwards,Pawel Pawlak,United States,Albania
Bisping vs Leites,"
Sat, Jul 18 / 6:00 AM EDT / Main Card
",Women's Strawweight Bout,Joanne Wood,Cortney Casey,Finland,United States
Bisping vs Leites,"
Sat, Jul 18 / 6:00 AM EDT / Main Card
",Lightweight Bout,Joe Duffy,Ivan Jorge,United States,United Kingdom
Bisping vs Leites,"
Sat, Jul 18 / 6:00 AM EDT / Main Card
",Lightweight Bout,Ross Pearson,Evan Dunham,Puerto Rico,United States
Bisping vs Leites,"
Sat, Jul 18 / 6:00 AM EDT / Main Card
",Middleweight Bout,Michael Bisping,Thales Leites,United States,Poland
Mir vs Duffee,"
Wed, Jul 15 / 3:00 PM EDT / Main Card
",Welterweight Bout,Andrew Craig,Lyman Good,United States,United States
Mir vs Duffee,"
Wed, Jul 15 / 3:00 PM EDT / Main Card
",Middleweight Bout,Kevin Casey,Ildemar Alcantara,United States,United States
Mir vs Duffee,"
Wed, Jul 15 / 3:00 PM EDT / Main Card
",Welterweight Bout,Igor Araujo,Sean Strickland,United States,United States
Mir vs Duffee,"
Wed, Jul 15 / 3:00 PM EDT / Main Card
",Bantamweight Bout,Rani Yahya,Masanori Kanehara,Germany,United States
Mir vs Duffee,"
Wed, Jul 15 / 3:00 PM EDT / Main Card
",Women's Bantamweight Bout,Jessica Andrade,Sarah Moras,Canada,United States
Mir vs Duffee,"
Wed, Jul 15 / 3:00 PM EDT / Main Card
",Featherweight Bout,Sam Sicilia,Yaotzin Meza,Armenia,United States
Mir vs Duffee,"
Wed, Jul 15 / 3:00 PM EDT / Main Card
",Bantamweight Bout,Scott Jorgensen,Manny Gamburyan,United States,United States
Mir vs Duffee,"
Wed, Jul 15 / 3:00 PM EDT / Main Card
",Welterweight Bout,Alan Jouban,Matt Dwyer,Canada,Brazil
Mir vs Duffee,"
Wed, Jul 15 / 3:00 PM EDT / Main Card
",Lightweight Bout,Kevin Lee,James Moontasri,Japan,Brazil
Mir vs Duffee,"
Wed, Jul 15 / 3:00 PM EDT / Main Card
",Women's Bantamweight Bout,Holly Holm,Marion Reneau,United States,United States
Mir vs Duffee,"
Wed, Jul 15 / 3:00 PM EDT / Main Card
",Lightweight Bout,Josh Thomson,Tony Ferguson,Brazil,United States
Mir vs Duffee,"
Wed, Jul 15 / 3:00 PM EDT / Main Card
",Heavyweight Bout,Frank Mir,Todd Duffee,United States,United States
American Top Team vs. Blackzilians,"
Sun, Jul 12 / 5:00 PM EDT / Main Card
",Flyweight Bout,Darrell Montague,Willie Gates,United States,United States
American Top Team vs. Blackzilians,"
Sun, Jul 12 / 5:00 PM EDT / Main Card
",Welterweight Bout,George Sullivan,George Sullivan vs ,United States,Nigeria
American Top Team vs. Blackzilians,"
Sun, Jul 12 / 5:00 PM EDT / Main Card
",Middleweight Bout,Dan Miller,Trevor Smith,Brazil,United States
American Top Team vs. Blackzilians,"
Sun, Jul 12 / 5:00 PM EDT / Main Card
",Bantamweight Bout,Russell Doane,Jerrod Sanders,Brazil,United States
